,0,1,2,3,4,5,6,7,8,9
89,"[ 0.04485103 -0.03346313  0.06554554 -0.00223898  0.02726001 -0.1034371
 -0.03588158 -0.05324257]","[ 0.04584869 -0.03394514  0.06482144 -0.00155002  0.02667418 -0.10211336
 -0.03638679 -0.05459205]","[ 0.04543543 -0.0294807   0.06736809 -0.00309235  0.02573666 -0.09985183
 -0.03522748 -0.0530696 ]","[ 0.04698254 -0.03206474  0.06757172 -0.00179289  0.02599688 -0.10111881
 -0.03609896 -0.05508019]","[ 0.04429433 -0.03246992  0.06551381 -0.00074454  0.0252439  -0.09916348
 -0.0342239  -0.05406344]","[ 0.04688976 -0.03499553  0.0664924  -0.0013172   0.02834826 -0.10505789
 -0.03752591 -0.05445048]","[ 0.0469343  -0.03073752  0.0685918  -0.00449444  0.0264801  -0.10169241
 -0.03540933 -0.05085361]","[ 0.04647128 -0.02933343  0.06886019 -0.00510604  0.02646907 -0.1000651
 -0.03511754 -0.04963418]","[ 0.04659633 -0.02906785  0.06844036 -0.00445174  0.02605801 -0.1000843
 -0.03547102 -0.05180302]","[ 0.04641024 -0.0295579   0.06819704 -0.00312571  0.02580603 -0.10017705
 -0.03561139 -0.05350436]"
90,"[ 0.04485179 -0.0334694   0.0655531  -0.00223394  0.02726471 -0.10342504
 -0.03588289 -0.05323789]","[ 0.04584982 -0.03395587  0.06483296 -0.0015442   0.02667766 -0.10210229
 -0.03639065 -0.05458352]","[ 0.04543082 -0.02947164  0.0673766  -0.00308953  0.02573136 -0.0998486
 -0.03522747 -0.05307886]","[ 0.0469789  -0.03205881  0.06757731 -0.00179192  0.02599314 -0.10111675
 -0.03610057 -0.05508243]","[ 0.04429123 -0.03246614  0.06551917 -0.00074906  0.02524132 -0.09917055
 -0.03422543 -0.05406892]","[ 0.04688663 -0.03499826  0.06649369 -0.00132073  0.02834844 -0.10505957
 -0.03753001 -0.05444758]","[ 0.04693631 -0.03074054  0.06859037 -0.0044935   0.02648156 -0.10168113
 -0.03541407 -0.05085134]","[ 0.04647499 -0.02933868  0.06885548 -0.00510966  0.02647094 -0.10005189
 -0.03512442 -0.04963047]","[ 0.04659505 -0.02906556  0.06844156 -0.00445201  0.02605575 -0.1000735
 -0.03547627 -0.05180599]","[ 0.04640448 -0.02954558  0.06820134 -0.00312637  0.02579881 -0.10017531
 -0.0356147  -0.05351376]"
91,"[ 0.04485307 -0.03347518  0.06556032 -0.00222856  0.02726849 -0.10341309
 -0.03588303 -0.05323323]","[ 0.04585126 -0.03396585  0.06484388 -0.00153851  0.02668024 -0.1020918
 -0.03639369 -0.0545753 ]","[ 0.04542621 -0.02946258  0.06738508 -0.00308682  0.02572618 -0.09984569
 -0.03522695 -0.05308776]","[ 0.0469755  -0.03205261  0.06758235 -0.00179075  0.02598935 -0.10111493
 -0.03610219 -0.05508486]","[ 0.04428872 -0.03246266  0.06552446 -0.00075316  0.02523787 -0.0991779
 -0.03422555 -0.05407435]","[ 0.04688391 -0.03500035  0.06649416 -0.00132404  0.02834819 -0.10506154
 -0.03753412 -0.05444481]","[ 0.0469383  -0.03074296  0.0685893  -0.00449264  0.026483   -0.10166987
 -0.03541818 -0.05084896]","[ 0.04647867 -0.02934379  0.06885143 -0.00511351  0.0264729  -0.10003888
 -0.03513025 -0.0496263 ]","[ 0.04659365 -0.02906303  0.06844298 -0.00445239  0.02605361 -0.10006304
 -0.03548109 -0.0518087 ]","[ 0.04639862 -0.02953315  0.06820556 -0.00312701  0.02579179 -0.1001739
 -0.0356179  -0.05352296]"
92,"[ 0.04485484 -0.03348059  0.06556718 -0.00222261  0.02727144 -0.10340122
 -0.03588187 -0.05322843]","[ 0.04585297 -0.03397517  0.06485426 -0.00153281  0.02668199 -0.10208192
 -0.03639567 -0.0545673 ]","[ 0.04542146 -0.02945377  0.06739345 -0.00308381  0.02572111 -0.09984322
 -0.03522579 -0.05309588]","[ 0.04697232 -0.03204631  0.06758676 -0.00178926  0.02598565 -0.10111336
 -0.03610366 -0.05508721]","[ 0.04428663 -0.03245968  0.06552973 -0.00075647  0.02523363 -0.09918567
 -0.03422407 -0.05407943]","[ 0.04688175 -0.03500191  0.0664938  -0.00132718  0.02834762 -0.10506357
 -0.03753809 -0.05444219]","[ 0.04694019 -0.03074502  0.06858852 -0.00449143  0.02648446 -0.10165863
 -0.03542153 -0.05084605]","[ 0.04648218 -0.02934903  0.06884801 -0.00511704  0.02647496 -0.10002611
 -0.03513488 -0.04962116]","[ 0.04659199 -0.02906051  0.06844456 -0.00445241  0.02605159 -0.10005299
 -0.03548531 -0.05181067]","[ 0.04639257 -0.02952086  0.06820961 -0.00312727  0.02578501 -0.10017288
 -0.03562087 -0.05353155]"
93,"[ 0.04485701 -0.03348576  0.06557366 -0.0022159   0.02727368 -0.10338947
 -0.03587935 -0.05322332]","[ 0.04585482 -0.03398389  0.06486417 -0.00152696  0.02668301 -0.10207267
 -0.03639643 -0.05455935]","[ 0.04541648 -0.02944543  0.06740168 -0.00308017  0.02571616 -0.09984124
 -0.03522387 -0.05310287]","[ 0.0469693  -0.0320401   0.06759055 -0.00178733  0.02598214 -0.10111205
 -0.03610484 -0.05508915]","[ 0.04428474 -0.03245733  0.06553499 -0.00075868  0.02522868 -0.09919401
 -0.03422091 -0.05408386]","[ 0.04688025 -0.03500305  0.06649263 -0.00133018  0.02834682 -0.10506549
 -0.03754174 -0.05443964]","[ 0.04694193 -0.03074701  0.068588   -0.0044895   0.02648594 -0.10164737
 -0.03542399 -0.05084223]","[ 0.0464854  -0.02935468  0.06884526 -0.00511978  0.02647707 -0.10001357
 -0.03513816 -0.04961469]","[ 0.04659    -0.02905827  0.0684463  -0.0044517   0.02604967 -0.10004335
 -0.0354888  -0.05181153]","[ 0.04638627 -0.02950897  0.06821344 -0.00312687  0.0257785  -0.10017227
 -0.03562347 -0.05353918]"
94,"[ 0.04485947 -0.03349078  0.06557977 -0.00220827  0.02727531 -0.10337786
 -0.03587546 -0.05321775]","[ 0.04585669 -0.03399205  0.06487371 -0.00152083  0.02668339 -0.10206411
 -0.03639587 -0.0545513 ]","[ 0.04541117 -0.02943774  0.06740975 -0.00307565  0.02571129 -0.0998398
 -0.03522114 -0.05310852]","[ 0.04696638 -0.03203416  0.06759374 -0.00178489  0.0259789  -0.10111101
 -0.03610557 -0.05509041]","[ 0.04428285 -0.03245568  0.0655402  -0.00075954  0.02522314 -0.09920304
 -0.03421617 -0.0540874 ]","[ 0.04687943 -0.03500392  0.06649072 -0.00133305  0.02834587 -0.1050672
 -0.03754486 -0.05443703]","[ 0.04694352 -0.03074916  0.0685878  -0.00448658  0.0264874  -0.10163606
 -0.03542542 -0.05083729]","[ 0.04648829 -0.02936091  0.06884329 -0.00512139  0.02647914 -0.10000123
 -0.03513994 -0.04960668]","[ 0.04658764 -0.02905652  0.06844824 -0.00444999  0.02604778 -0.10003413
 -0.0354914  -0.05181105]","[ 0.04637969 -0.02949769  0.06821707 -0.00312563  0.02577221 -0.10017209
 -0.03562557 -0.05354559]"
95,"[ 0.0448621  -0.03349568  0.0655855  -0.00219963  0.02727644 -0.10336645
 -0.03587029 -0.0532116 ]","[ 0.04585841 -0.03399966  0.06488293 -0.00151434  0.02668322 -0.1020563
 -0.03639399 -0.054543  ]","[ 0.04540552 -0.02943081  0.06741768 -0.00307013  0.0257065  -0.09983891
 -0.03521761 -0.05311272]","[ 0.0469635  -0.03202866  0.06759635 -0.0017819   0.02597597 -0.1011103
 -0.03610576 -0.05509074]","[ 0.04428076 -0.03245473  0.06554531 -0.00075893  0.02521716 -0.09921283
 -0.03421008 -0.05408992]","[ 0.04687926 -0.03500463  0.06648817 -0.00133574  0.0283448  -0.10506871
 -0.03754724 -0.05443418]","[ 0.04694496 -0.03075165  0.06858801 -0.0044825   0.02648881 -0.10162469
 -0.03542567 -0.05083113]","[ 0.04649086 -0.02936784  0.06884226 -0.00512166  0.0264811  -0.09998904
 -0.03514013 -0.04959711]","[ 0.04658491 -0.02905541  0.0684505  -0.00444712  0.02604584 -0.10002532
 -0.03549298 -0.05180917]","[ 0.04637282 -0.02948721  0.06822055 -0.00312343  0.02576612 -0.10017233
 -0.03562708 -0.05355065]"
96,"[ 0.04486478 -0.03350048  0.0655908  -0.00218995  0.02727718 -0.10335533
 -0.03586405 -0.05320483]","[ 0.04585983 -0.03400674  0.06489184 -0.00150745  0.02668259 -0.10204931
 -0.03639092 -0.05453434]","[ 0.04539953 -0.02942467  0.06742549 -0.00306358  0.02570178 -0.09983857
 -0.03521338 -0.05311554]","[ 0.04696059 -0.03202372  0.06759842 -0.00177836  0.02597337 -0.10111
 -0.03610535 -0.05508998]","[ 0.04427834 -0.03245445  0.06555018 -0.00075681  0.02521093 -0.09922343
 -0.03420303 -0.05409135]","[ 0.04687965 -0.03500529  0.06648503 -0.00133819  0.02834361 -0.10507011
 -0.03754877 -0.05443094]","[ 0.04694628 -0.0307546   0.06858877 -0.00447719  0.0264901  -0.10161327
 -0.03542468 -0.05082379]","[ 0.04649313 -0.02937549  0.06884235 -0.00512052  0.0264829  -0.09997698
 -0.03513867 -0.04958613]","[ 0.04658187 -0.02905502  0.06845323 -0.00444308  0.02604379 -0.1000169
 -0.03549349 -0.05180597]","[ 0.04636569 -0.02947764  0.06822394 -0.00312029  0.0257602  -0.10017303
 -0.03562797 -0.05355434]"
97,"[ 0.04486743 -0.03350516  0.06559562 -0.00217929  0.02727763 -0.10334456
 -0.03585699 -0.05319745]","[ 0.04586086 -0.03401329  0.06490041 -0.00150015  0.02668158 -0.10204322
 -0.03638686 -0.05452526]","[ 0.04539323 -0.02941934  0.06743315 -0.00305608  0.02569717 -0.09983877
 -0.03520864 -0.05311712]","[ 0.04695761 -0.03201942  0.06759995 -0.0017743   0.0259711  -0.1011102
 -0.03610439 -0.05508804]","[ 0.04427551 -0.0324548   0.06555464 -0.00075328  0.02520463 -0.09923479
 -0.03419552 -0.0540917 ]","[ 0.04688051 -0.035006    0.06648131 -0.00134033  0.02834227 -0.10507158
 -0.03754941 -0.05442718]","[ 0.04694753 -0.03075806  0.06859019 -0.00447065  0.02649126 -0.10160187
 -0.03542247 -0.05081544]","[ 0.04649517 -0.02938381  0.06884369 -0.00511801  0.02648451 -0.09996505
 -0.03513562 -0.04957405]","[ 0.04657857 -0.02905535  0.06845652 -0.00443792  0.0260416  -0.10000892
 -0.03549294 -0.05180167]","[ 0.04635834 -0.02946905  0.06822729 -0.00311626  0.02575441 -0.10017422
 -0.03562829 -0.05355677]"
98,"[ 0.04487    -0.03350974  0.06559986 -0.00216775  0.0272779  -0.10333418
 -0.03584949 -0.05318953]","[ 0.04586142 -0.03401935  0.06490855 -0.00149251  0.02668028 -0.10203804
 -0.03638214 -0.05451574]","[ 0.04538673 -0.02941482  0.06744061 -0.0030478   0.02569273 -0.0998395
 -0.03520365 -0.05311768]","[ 0.04695455 -0.03201584  0.06760089 -0.00176978  0.02596914 -0.10111098
 -0.03610303 -0.05508491]","[ 0.04427229 -0.03245577  0.06555845 -0.00074854  0.0251985  -0.09924679
 -0.03418808 -0.05409106]","[ 0.04688175 -0.03500685  0.06647698 -0.00134209  0.02834072 -0.10507329
 -0.03754924 -0.0544228 ]","[ 0.04694876 -0.03076204  0.06859234 -0.00446297  0.02649227 -0.10159059
 -0.03541914 -0.05080631]","[ 0.04649709 -0.02939269  0.06884637 -0.00511424  0.02648596 -0.09995326
 -0.03513114 -0.04956121]","[ 0.04657509 -0.0290564   0.06846046 -0.00443176  0.02603926 -0.10000141
 -0.03549146 -0.05179654]","[ 0.04635086 -0.02946148  0.06823057 -0.00311146  0.02574877 -0.10017595
 -0.0356282  -0.0535581 ]"
